TICKER	DATE	OPEN	HIGH	LOW	CLOSE	VOL	WAPRICE
RTSI	1995-11-04	70.53	70.53	70.53	70.53		
RTSI	1995-11-08	71.27	71.27	71.27	71.27		
RTSI	1995-11-09	71.76	71.76	71.76	71.76		
RTSI	1995-11-10	71.54	71.54	71.54	71.54		
RTSI	1995-11-13	72.18	72.18	72.18	72.18		
RTSI	1995-11-14	71.87	71.87	71.87	71.87		
RTSI	1995-11-15	71.52	71.52	71.52	71.52		
RTSI	1995-11-16	70.98	70.98	70.98	70.98		
RTSI	1995-11-17	71.28	71.28	71.28	71.28		
RTSI	1995-11-20	72.59	72.59	72.59	72.59		
RTSI	1995-11-21	72.19	72.19	72.19	72.19		
RTSI	1995-11-22	73.75	73.75	73.75	73.75		
RTSI	1995-11-23	73.69	73.69	73.69	73.69		
RTSI	1995-11-24	72.56	72.56	72.56	72.56		
RTSI	1995-11-27	72.35	72.35	72.35	72.35		
RTSI	1995-11-28	72.42	72.42	72.42	72.42		
RTSI	1995-11-29	71.12	71.12	71.12	71.12		
RTSI	1995-11-30	70.47	70.47	70.47	70.47		
RTSI	1995-12-01	70.95	70.95	70.95	70.95		
RTSI	1995-12-04	71.9	71.9	71.9	71.9		
RTSI	1995-12-05	73.91	73.91	73.91	73.91		
RTSI	1995-12-06	74.86	74.86	74.86	74.86		
RTSI	1995-12-07	76.14	76.14	76.14	76.14		
RTSI	1995-12-08	76.45	76.45	76.45	76.45		
RTSI	1995-12-09	76.37	76.37	76.37	76.37		
RTSI	1995-12-13	78.04	78.04	78.04	78.04		
RTSI	1995-12-14	82.04	82.04	82.04	82.04		
RTSI	1995-12-15	82.04	82.04	82.04	82.04		
RTSI	1995-12-18	81.04	81.04	81.04	81.04		
RTSI	1995-12-19	83.2	83.2	83.2	83.2		
RTSI	1995-12-20	83.84	83.84	83.84	83.84		
RTSI	1995-12-21	81.01	81.01	81.01	81.01		
RTSI	1995-12-22	80.37	80.37	80.37	80.37		
RTSI	1995-12-25	81.49	81.49	81.49	81.49		
RTSI	1995-12-26	81.85	81.85	81.85	81.85		
RTSI	1995-12-27	82.45	82.45	82.45	82.45		
RTSI	1995-12-28	82.92	82.92	82.92	82.92		
RTSI	1996-01-09	87.35	87.35	87.35	87.35		
RTSI	1996-01-10	90.78	90.78	90.78	90.78		
RTSI	1996-01-11	91.19	91.19	91.19	91.19		
RTSI	1996-01-12	89.99	89.99	89.99	89.99		
RTSI	1996-01-15	90.73	90.73	90.73	90.73		
RTSI	1996-01-16	87.57	87.57	87.57	87.57		
RTSI	1996-01-17	81.65	81.65	81.65	81.65		
RTSI	1996-01-18	83.59	83.59	83.59	83.59		
RTSI	1996-01-19	85.04	85.04	85.04	85.04		
RTSI	1996-01-22	85.27	85.27	85.27	85.27		
RTSI	1996-01-23	82.83	82.83	82.83	82.83		
RTSI	1996-01-24	81.74	81.74	81.74	81.74		
RTSI	1996-01-25	77.97	77.97	77.97	77.97		
RTSI	1996-01-26	80.2	80.2	80.2	80.2		
RTSI	1996-01-29	80.36	80.36	80.36	80.36		
RTSI	1996-01-30	80.95	80.95	80.95	80.95		
RTSI	1996-01-31	80.71	80.71	80.71	80.71		
RTSI	1996-02-01	81.19	81.19	81.19	81.19		
RTSI	1996-02-02	83.56	83.56	83.56	83.56		
RTSI	1996-02-05	83.56	83.56	83.56	83.56		
RTSI	1996-02-06	83.56	83.56	83.56	83.56		
RTSI	1996-02-07	80.81	80.81	80.81	80.81		
RTSI	1996-02-08	80.88	80.88	80.88	80.88		
RTSI	1996-02-09	80.42	80.42	80.42	80.42		
RTSI	1996-02-12	78.79	78.79	78.79	78.79		
RTSI	1996-02-13	77.69	77.69	77.69	77.69		
RTSI	1996-02-14	77.84	77.84	77.84	77.84		
RTSI	1996-02-15	77.86	77.86	77.86	77.86		
RTSI	1996-02-16	77.34	77.34	77.34	77.34		
RTSI	1996-02-19	76.15	76.15	76.15	76.15		
RTSI	1996-02-20	74.53	74.53	74.53	74.53		
RTSI	1996-02-21	72.23	72.23	72.23	72.23		
RTSI	1996-02-22	70.84	70.84	70.84	70.84		
RTSI	1996-02-23	74.4	74.4	74.4	74.4		
RTSI	1996-02-26	73.7	73.7	73.7	73.7		
RTSI	1996-02-27	72.79	72.79	72.79	72.79		
RTSI	1996-02-28	72.47	72.47	72.47	72.47		
RTSI	1996-02-29	71.31	71.31	71.31	71.31		
RTSI	1996-03-01	70.23	70.23	70.23	70.23		
RTSI	1996-03-04	69.22	69.22	69.22	69.22		
RTSI	1996-03-05	70.15	70.15	70.15	70.15		
RTSI	1996-03-06	70.1	70.1	70.1	70.1		
RTSI	1996-03-07	69.94	69.94	69.94	69.94		
RTSI	1996-03-11	69.93	69.93	69.93	69.93		
RTSI	1996-03-12	69.57	69.57	69.57	69.57		
RTSI	1996-03-13	67.7	67.7	67.7	67.7		
RTSI	1996-03-14	68.46	68.46	68.46	68.46		
RTSI	1996-03-15	67.92	67.92	67.92	67.92		
RTSI	1996-03-18	66.69	66.69	66.69	66.69		
RTSI	1996-03-19	67.28	67.28	67.28	67.28		
RTSI	1996-03-20	68.91	68.91	68.91	68.91		
RTSI	1996-03-21	71.95	71.95	71.95	71.95		
RTSI	1996-03-22	74.73	74.73	74.73	74.73		
RTSI	1996-03-25	76.23	76.23	76.23	76.23		
RTSI	1996-03-26	77.93	77.93	77.93	77.93		
RTSI	1996-03-27	75.91	75.91	75.91	75.91		
RTSI	1996-03-28	75.16	75.16	75.16	75.16		
RTSI	1996-03-29	75.63	75.63	75.63	75.63		
RTSI	1996-04-01	77.56	77.56	77.56	77.56		
RTSI	1996-04-02	80.58	80.58	80.58	80.58		
RTSI	1996-04-03	84.67	84.67	84.67	84.67		
RTSI	1996-04-04	83.95	83.95	83.95	83.95		
RTSI	1996-04-05	81.5	81.5	81.5	81.5		
RTSI	1996-04-08	83.02	83.02	83.02	83.02		
RTSI	1996-04-09	84.25	84.25	84.25	84.25		
RTSI	1996-04-10	83.9	83.9	83.9	83.9		
RTSI	1996-04-11	85.73	85.73	85.73	85.73		
RTSI	1996-04-12	86.57	86.57	86.57	86.57		
RTSI	1996-04-15	87.43	87.43	87.43	87.43		
RTSI	1996-04-16	93.19	93.19	93.19	93.19		
RTSI	1996-04-17	95.08	95.08	95.08	95.08		
RTSI	1996-04-18	92.3	92.3	92.3	92.3		
RTSI	1996-04-19	89.65	89.65	89.65	89.65		
RTSI	1996-04-22	91.41	91.41	91.41	91.41		
RTSI	1996-04-23	94.08	94.08	94.08	94.08		
RTSI	1996-04-24	98.7	98.7	98.7	98.7		
RTSI	1996-04-25	108.63	108.63	108.63	108.63		
RTSI	1996-04-26	105.15	105.15	105.15	105.15		
RTSI	1996-04-29	104.28	104.28	104.28	104.28		
RTSI	1996-04-30	103.98	103.98	103.98	103.98		
RTSI	1996-05-05	103.52	103.52	103.52	103.52		
RTSI	1996-05-06	105.81	105.81	105.81	105.81		
RTSI	1996-05-07	109.42	109.42	109.42	109.42		
RTSI	1996-05-08	111.03	111.03	111.03	111.03		
RTSI	1996-05-12	110.66	110.66	110.66	110.66		
RTSI	1996-05-13	116.84	116.84	116.84	116.84		
RTSI	1996-05-14	112.82	112.82	112.82	112.82		
RTSI	1996-05-15	109.23	109.23	109.23	109.23		
RTSI	1996-05-16	109.97	109.97	109.97	109.97		
RTSI	1996-05-17	109.34	109.34	109.34	109.34		
RTSI	1996-05-20	110.88	110.88	110.88	110.88		
RTSI	1996-05-21	113.67	113.67	113.67	113.67		
RTSI	1996-05-22	116.18	116.18	116.18	116.18		
RTSI	1996-05-23	121.18	121.18	121.18	121.18		
RTSI	1996-05-24	131.67	131.67	131.67	131.67		
RTSI	1996-05-27	144.76	144.76	144.76	144.76		
RTSI	1996-05-28	164.49	164.49	164.49	164.49		
RTSI	1996-05-29	149.55	149.55	149.55	149.55		
RTSI	1996-05-30	141.04	141.04	141.04	141.04		
RTSI	1996-05-31	146.91	146.91	146.91	146.91		
RTSI	1996-06-03	149.15	149.15	149.15	149.15		
RTSI	1996-06-04	144.69	144.69	144.69	144.69		
RTSI	1996-06-05	136.86	136.86	136.86	136.86		
RTSI	1996-06-06	138.12	138.12	138.12	138.12		
RTSI	1996-06-07	140.73	140.73	140.73	140.73		
RTSI	1996-06-10	150.4	150.4	150.4	150.4		
RTSI	1996-06-11	151.63	151.63	151.63	151.63		
RTSI	1996-06-13	148.56	148.56	148.56	148.56		
RTSI	1996-06-14	146.86	146.86	146.86	146.86		
RTSI	1996-06-17	170.13	170.13	170.13	170.13		
RTSI	1996-06-18	179	179	179	179		
RTSI	1996-06-19	171.28	171.28	171.28	171.28		
RTSI	1996-06-20	171.7	171.7	171.7	171.7		
RTSI	1996-06-21	180.66	180.66	180.66	180.66		
RTSI	1996-06-24	195.64	195.64	195.64	195.64		
RTSI	1996-06-25	205.03	205.03	205.03	205.03		
RTSI	1996-06-26	213.82	213.82	213.82	213.82		
RTSI	1996-06-27	227.7	227.7	227.7	227.7		
RTSI	1996-06-28	204.13	204.13	204.13	204.13		
RTSI	1996-07-01	198.63	198.63	198.63	198.63		
RTSI	1996-07-02	209.36	209.36	209.36	209.36		
RTSI	1996-07-04	227.79	227.79	227.79	227.79		
RTSI	1996-07-05	216.39	216.39	216.39	216.39		
RTSI	1996-07-08	190.15	190.15	190.15	190.15		
RTSI	1996-07-09	181.57	181.57	181.57	181.57		
RTSI	1996-07-10	168.79	168.79	168.79	168.79		
RTSI	1996-07-11	156.08	156.08	156.08	156.08		
RTSI	1996-07-12	159.9	159.9	159.9	159.9		
RTSI	1996-07-15	174.59	174.59	174.59	174.59		
RTSI	1996-07-16	173.92	173.92	173.92	173.92		
RTSI	1996-07-17	164.04	164.04	164.04	164.04		
RTSI	1996-07-18	161.38	161.38	161.38	161.38		
RTSI	1996-07-19	163.15	163.15	163.15	163.15		
RTSI	1996-07-22	159.51	159.51	159.51	159.51		
RTSI	1996-07-23	155.57	155.57	155.57	155.57		
RTSI	1996-07-24	146.42	146.42	146.42	146.42		
RTSI	1996-07-25	147.94	147.94	147.94	147.94		
RTSI	1996-07-26	147.82	147.82	147.82	147.82		
RTSI	1996-07-29	153.89	153.89	153.89	153.89		
RTSI	1996-07-30	152.24	152.24	152.24	152.24		
RTSI	1996-07-31	152.15	152.15	152.15	152.15		
RTSI	1996-08-01	158.05	158.05	158.05	158.05		
RTSI	1996-08-02	164.57	164.57	164.57	164.57		
RTSI	1996-08-05	172.02	172.02	172.02	172.02		
RTSI	1996-08-06	166.11	166.11	166.11	166.11		
RTSI	1996-08-07	166.11	166.11	166.11	166.11		
RTSI	1996-08-08	168.51	168.51	168.51	168.51		
RTSI	1996-08-09	170.68	170.68	170.68	170.68		
RTSI	1996-08-12	172.59	172.59	172.59	172.59		
RTSI	1996-08-13	177.11	177.11	177.11	177.11		
RTSI	1996-08-14	182.77	182.77	182.77	182.77		
RTSI	1996-08-15	189.39	189.39	189.39	189.39		
RTSI	1996-08-16	187.67	187.67	187.67	187.67		
RTSI	1996-08-19	183.34	183.34	183.34	183.34		
RTSI	1996-08-20	182.02	182.02	182.02	182.02		
RTSI	1996-08-21	175.88	175.88	175.88	175.88		
RTSI	1996-08-22	180.87	180.87	180.87	180.87		
RTSI	1996-08-23	182.07	182.07	182.07	182.07		
RTSI	1996-08-26	181.95	181.95	181.95	181.95		
RTSI	1996-08-27	183.39	183.39	183.39	183.39		
RTSI	1996-08-28	180.38	180.38	180.38	180.38		
RTSI	1996-08-29	180.96	180.96	180.96	180.96		
RTSI	1996-08-30	182.64	182.64	182.64	182.64		
RTSI	1996-09-02	185.52	185.52	185.52	185.52		
RTSI	1996-09-03	183.9	183.9	183.9	183.9		
RTSI	1996-09-04	185	185	185	185		
RTSI	1996-09-05	182.83	182.83	182.83	182.83		
RTSI	1996-09-06	175.23	175.23	175.23	175.23		
RTSI	1996-09-09	175.97	175.97	175.97	175.97		
RTSI	1996-09-10	171.58	171.58	171.58	171.58		
RTSI	1996-09-11	166.73	166.73	166.73	166.73		
RTSI	1996-09-12	166.06	166.06	166.06	166.06		
RTSI	1996-09-13	171.72	171.72	171.72	171.72		
RTSI	1996-09-16	173.53	173.53	173.53	173.53		
RTSI	1996-09-17	174.28	174.28	174.28	174.28		
RTSI	1996-09-18	174.32	174.32	174.32	174.32		
RTSI	1996-09-19	174.26	174.26	174.26	174.26		
RTSI	1996-09-20	173.08	173.08	173.08	173.08		
RTSI	1996-09-23	167.48	167.48	167.48	167.48		
RTSI	1996-09-24	157.16	157.16	157.16	157.16		
RTSI	1996-09-25	159.7	159.7	159.7	159.7		
RTSI	1996-09-26	164.24	164.24	164.24	164.24		
RTSI	1996-09-27	162.52	162.52	162.52	162.52		
RTSI	1996-09-30	165.93	165.93	165.93	165.93		
RTSI	1996-10-01	165.57	165.57	165.57	165.57		
RTSI	1996-10-02	163.9	163.9	163.9	163.9		
RTSI	1996-10-03	163.45	163.45	163.45	163.45		
RTSI	1996-10-04	161.38	161.38	161.38	161.38		
RTSI	1996-10-07	163.51	163.51	163.51	163.51		
RTSI	1996-10-08	169.9	169.9	169.9	169.9		
RTSI	1996-10-09	181.64	181.64	181.64	181.64		
RTSI	1996-10-10	184.67	184.67	184.67	184.67		
RTSI	1996-10-11	181.75	181.75	181.75	181.75		
RTSI	1996-10-14	186.37	186.37	186.37	186.37		
RTSI	1996-10-15	186.14	186.14	186.14	186.14		
RTSI	1996-10-16	182.36	182.36	182.36	182.36		
RTSI	1996-10-17	177.81	177.81	177.81	177.81		
RTSI	1996-10-18	180.41	180.41	180.41	180.41		
RTSI	1996-10-21	184.02	184.02	184.02	184.02		
RTSI	1996-10-22	183.72	183.72	183.72	183.72		
RTSI	1996-10-23	187.56	187.56	187.56	187.56		
RTSI	1996-10-24	185.28	185.28	185.28	185.28		
RTSI	1996-10-25	179.49	179.49	179.49	179.49		
RTSI	1996-10-28	176.52	176.52	176.52	176.52		
RTSI	1996-10-29	175.7	175.7	175.7	175.7		
RTSI	1996-10-30	178.78	178.78	178.78	178.78		
RTSI	1996-10-31	177.99	177.99	177.99	177.99		
RTSI	1996-11-01	178.64	178.64	178.64	178.64		
RTSI	1996-11-04	180.54	180.54	180.54	180.54		
RTSI	1996-11-05	183.95	183.95	183.95	183.95		
RTSI	1996-11-06	184.35	184.35	184.35	184.35		
RTSI	1996-11-10	186.07	186.07	186.07	186.07		
RTSI	1996-11-11	188.74	188.74	188.74	188.74		
RTSI	1996-11-12	190.2	190.2	190.2	190.2		
RTSI	1996-11-13	190.74	190.74	190.74	190.74		
RTSI	1996-11-14	187.75	187.75	187.75	187.75		
RTSI	1996-11-15	188.28	188.28	188.28	188.28		
RTSI	1996-11-18	190.65	190.65	190.65	190.65		
RTSI	1996-11-19	190.88	190.88	190.88	190.88		
RTSI	1996-11-20	192.03	192.03	192.03	192.03		
RTSI	1996-11-21	192.82	192.82	192.82	192.82		
RTSI	1996-11-22	191.23	191.23	191.23	191.23		
RTSI	1996-11-25	191.94	191.94	191.94	191.94		
RTSI	1996-11-26	190.49	190.49	190.49	190.49		
RTSI	1996-11-27	187.14	187.14	187.14	187.14		
RTSI	1996-11-28	188.42	188.42	188.42	188.42		
RTSI	1996-11-29	187.9	187.9	187.9	187.9		
RTSI	1996-12-02	189.73	189.73	189.73	189.73		
RTSI	1996-12-03	190.51	190.51	190.51	190.51		
RTSI	1996-12-04	190.79	190.79	190.79	190.79		
RTSI	1996-12-05	190.16	190.16	190.16	190.16		
RTSI	1996-12-06	185.25	185.25	185.25	185.25		
RTSI	1996-12-09	185.18	185.73	184.26	185.14		
RTSI	1996-12-10	185.19	186.18	184.57	184.92		
RTSI	1996-12-11	186.71	186.84	186.02	186.02		
RTSI	1996-12-14	186.19	186.56	186.06	186.56		
RTSI	1996-12-15	186.6	186.6	186.01	186.03		
RTSI	1996-12-16	186.06	186.4	185.76	186.24		
RTSI	1996-12-17	186.21	186.21	184.97	184.99		
RTSI	1996-12-18	185.02	185.02	184.35	184.35		
RTSI	1996-12-19	184.37	185.27	184.37	185.27		
RTSI	1996-12-20	185.3	186.47	185.14	185.14		
RTSI	1996-12-23	185.17	186.95	185.17	186.95		
RTSI	1996-12-24	187.08	189.08	187.08	189.08		
RTSI	1996-12-25	189.26	189.98	189.26	189.85		
RTSI	1996-12-26	189.81	189.81	189.27	189.41		
RTSI	1996-12-27	189.37	193.64	189.37	193.64		
RTSI	1996-12-30	192.89	197.94	192.89	197.94		
RTSI	1996-12-31	198.97	200.5	198.97	200.5		
RTSI	1997-01-05	197.54	213.46	197.54	213.38		
RTSI	1997-01-06	213.21	219.86	213.21	219.86		
RTSI	1997-01-08	218.09	227.73	218.09	227.73		
RTSI	1997-01-09	227.78	231.48	227.78	231.48		
RTSI	1997-01-10	232.04	247.69	232.04	247.69		
RTSI	1997-01-13	249.23	251.49	249.23	250.55		
RTSI	1997-01-14	249.95	250.28	243.03	243.03		
RTSI	1997-01-15	241.95	243.46	241.94	243.46		
RTSI	1997-01-16	243.74	243.74	242.65	243.31		
RTSI	1997-01-17	243.59	251.07	243.59	251.07		
RTSI	1997-01-20	251.52	262.34	251.52	262.34		
RTSI	1997-01-21	263.9	279.11	263.9	279.11		
RTSI	1997-01-22	279.39	279.47	277.22	278.62		
RTSI	1997-01-23	278.74	288.49	278.74	288.49		
RTSI	1997-01-24	289.2	293.33	289.2	291.98		
RTSI	1997-01-27	291.81	291.81	277.4	277.4		
RTSI	1997-01-28	276.29	276.29	267.68	268.37		
RTSI	1997-01-29	268.69	276.7	268.69	276.7		
RTSI	1997-01-30	277.38	277.38	275.28	275.49		
RTSI	1997-01-31	275.26	275.26	274.55	274.68		
RTSI	1997-02-03	274.63	276.79	274.63	276.79		
RTSI	1997-02-04	276.85	279.55	276.85	279.55		
RTSI	1997-02-05	279.68	280.33	279.68	280.33		
RTSI	1997-02-06	280.52	286.47	280.52	286.47		
RTSI	1997-02-07	287.23	292.67	287.23	292.67		
RTSI	1997-02-10	293.12	304.9	293.12	304.9		
RTSI	1997-02-11	305.7	312.6	305.7	312.6		
RTSI	1997-02-12	312.66	312.66	306.79	306.79		
RTSI	1997-02-13	306.64	310.63	306.64	310.63		
RTSI	1997-02-14	310.92	313.5	310.36	313.5		
RTSI	1997-02-17	313.76	320.34	313.76	320.34		
RTSI	1997-02-18	321.22	329.83	321.22	329.83		
RTSI	1997-02-19	330.59	347.11	330.59	347.11		
RTSI	1997-02-20	348.66	349.27	347.2	347.2		
RTSI	1997-02-21	345.76	345.76	331.82	331.82		
RTSI	1997-02-24	331.24	331.27	328.8	329.48		
RTSI	1997-02-25	329.65	329.65	327.35	327.35		
RTSI	1997-02-26	328.03	328.71	326.29	326.29		
RTSI	1997-02-27	326.27	337.38	326.27	337.38		
RTSI	1997-02-28	337.45	337.45	329.97	329.97		
RTSI	1997-03-03	329.53	329.53	322.31	322.31		
RTSI	1997-03-04	322.15	322.15	320.33	320.33		
RTSI	1997-03-05	319.87	319.87	311.1	311.1		
RTSI	1997-03-06	310.3	314.07	310.3	314.07		
RTSI	1997-03-07	314.53	316.89	314.49	316.89		
RTSI	1997-03-11	317.28	327.37	317.28	327.37		
RTSI	1997-03-12	327.52	331.64	327.52	331.64		
RTSI	1997-03-13	332.2	334.48	332.2	334.48		
RTSI	1997-03-14	334.64	334.64	329.37	329.37		
RTSI	1997-03-17	328.96	330.38	328.96	330.38		
RTSI	1997-03-18	330.38	331.68	330.01	330.01		
RTSI	1997-03-19	329.6	329.6	320.23	320.23		
RTSI	1997-03-20	319.54	319.54	313.35	313.35		
RTSI	1997-03-21	313.08	313.08	309.27	309.41		
RTSI	1997-03-24	309.81	314.54	309.81	310.44		
RTSI	1997-03-25	310.01	310.01	303.33	303.33		
RTSI	1997-03-26	303.35	304.21	303.35	303.71		
RTSI	1997-03-27	303.76	303.76	298.68	298.68		
RTSI	1997-03-28	298.63	299.13	295.4	297.46		
RTSI	1997-03-31	296.29	301.3	296.29	301.3		
RTSI	1997-04-01	301.23	301.23	298.52	298.52		
RTSI	1997-04-02	298.36	298.36	297.6	297.83		
RTSI	1997-04-03	297.84	297.85	295.24	295.24		
RTSI	1997-04-04	294.72	294.72	286.03	286.03		
RTSI	1997-04-07	285.79	285.79	282.23	282.23		
RTSI	1997-04-08	282.2	288.63	282.2	288.63		
RTSI	1997-04-09	289.12	303.34	289.12	303.34		
RTSI	1997-04-10	303.39	303.39	298.24	298.24		
RTSI	1997-04-11	298.07	298.19	294.94	294.94		
RTSI	1997-04-14	294.74	294.74	286.07	286.07		
RTSI	1997-04-15	285.5	291.41	285.15	291.41		
RTSI	1997-04-16	292.24	299.27	292.24	298.81		
RTSI	1997-04-17	298.82	298.82	294.46	295.08		
RTSI	1997-04-18	295.8	299.14	295.8	299.06		
RTSI	1997-04-21	299.3	299.3	295.61	295.61		
RTSI	1997-04-22	295.22	295.22	291.32	291.32		
RTSI	1997-04-23	290.94	290.94	289.86	290.22		
RTSI	1997-04-24	290.32	290.66	290.02	290.66		
RTSI	1997-04-25	290.71	297.6	290.71	297.6		
RTSI	1997-04-28	297.76	301.53	297.76	301.53		
RTSI	1997-04-29	302.07	305.53	302.07	305.53		
RTSI	1997-04-30	306.23	321.19	306.23	321.19		
RTSI	1997-05-05	322.14	334.59	322.14	334.59		
RTSI	1997-05-06	335.18	339.04	335.18	339.04		
RTSI	1997-05-07	338.93	338.93	337.63	338.7		
RTSI	1997-05-08	338.53	338.61	337.38	337.53		
RTSI	1997-05-12	337.75	360.72	337.75	360.72		
RTSI	1997-05-13	360.91	361.17	353.99	353.99		
RTSI	1997-05-14	353.29	353.29	349.75	349.75		
RTSI	1997-05-15	349.91	357	349.91	357		
RTSI	1997-05-16	357.38	362.52	357.38	362.52		
RTSI	1997-05-19	363.81	366.8	363.81	366.22		
RTSI	1997-05-20	365.9	365.9	359.37	359.37		
RTSI	1997-05-21	359.57	365.96	359.57	365.96		
RTSI	1997-05-22	365.88	365.88	359.04	359.04		
RTSI	1997-05-23	358.48	358.48	356.27	356.27		
RTSI	1997-05-26	356.41	357.43	356.41	356.52		
RTSI	1997-05-27	356.44	356.84	355.3	355.3		
RTSI	1997-05-28	355.13	355.13	351.4	351.4		
RTSI	1997-05-29	351.27	353.41	351.27	353.41		
RTSI	1997-05-30	353.5	355.64	353.5	355.64		
RTSI	1997-06-02	355.82	356.45	355.46	355.46		
RTSI	1997-06-03	355.27	355.35	354.9	355.35		
RTSI	1997-06-04	355.47	359.76	355.47	359.76		
RTSI	1997-06-05	359.86	360.55	359.86	360.54		
RTSI	1997-06-06	360.47	360.94	359.91	360.94		
RTSI	1997-06-09	361.05	365.64	361.05	365.64		
RTSI	1997-06-10	365.9	366.01	365.26	365.26		
RTSI	1997-06-11	365.03	365.03	363.76	363.96		
RTSI	1997-06-13	363.94	364.78	363.94	364.78		
RTSI	1997-06-16	364.9	369	364.9	369		
RTSI	1997-06-17	369.15	369.81	369.15	369.17		
RTSI	1997-06-18	369.09	377.69	369.09	377.69		
RTSI	1997-06-19	379.06	388.99	379.06	388.99		
RTSI	1997-06-20	388.54	390.82	388.54	390.82		
RTSI	1997-06-23	391.26	400.59	391.26	400.59		
RTSI	1997-06-24	401.34	412.32	401.34	412.32		
RTSI	1997-06-25	413.01	433.12	413.01	433.12		
RTSI	1997-06-26	432.86	432.86	421.68	421.68		
RTSI	1997-06-27	421.08	422.73	421.02	421.46		
RTSI	1997-06-30	421.25	421.25	418.63	418.63		
RTSI	1997-07-01	419.09	423.87	419.09	423.87		
RTSI	1997-07-02	424.75	447.94	424.75	447.94		
RTSI	1997-07-03	449.61	481.13	449.61	481.13		
RTSI	1997-07-04	482.51	495.57	482.51	495.57		
RTSI	1997-07-07	497.84	507.75	497.84	504.55		
RTSI	1997-07-08	503.41	503.41	489.92	489.92		
RTSI	1997-07-09	490.34	503.97	490.34	503.97		
RTSI	1997-07-10	504.48	504.67	502.48	502.48		
